City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,cabedelo,-6.9811,-34.8339,72.27,83,40,12.5,BR,1691642421
365,nyagan,62.1406,65.3936,63.95,50,8,12.08,RU,1691642421
366,kolondieba,11.0882,-6.8926,70.47,95,100,5.39,ML,1691642421
367,pohang,36.0322,129.365,77.27,85,100,20.13,KR,1691642422
368,khandyga,62.6667,135.6,78.33,30,38,3.49,RU,1691642422
369,taitung city,22.7583,121.1444,89.87,79,75,6.91,TW,1691642422
370,jayapura,-2.5333,140.7,92.59,72,47,7.81,ID,1691642422
371,china,25.7,-99.2333,83.86,67,4,26.51,MX,1691642423
372,nogamerzin-yurt,43.6536,44.8889,87.46,46,5,5.84,RU,1691642423
373,taulaga,-11.0553,-171.0883,82.47,79,91,16.42,AS,1691642423
374,agria,47.9026,20.3733,60.71,82,71,2.57,HU,1691642424
375,doume,4.2333,13.45,66.49,99,96,2.68,CM,1691642424
376,sydney,-33.8679,151.2073,74.61,30,0,26.46,AU,1691642424
377,lata,40.1629,-8.3327,61.92,95,51,2.68,PT,1691642424
378,mlowo,-9.0,32.9833,55.09,79,0,3.4,TZ,1691642425
379,taguatinga,-12.3857,-46.5711,76.66,40,49,9.37,BR,1691642425
380,bakchar,57.0186,82.0711,56.55,85,100,7.78,RU,1691642425
381,bulata,9.8599,122.4016,84.51,74,73,10.36,PH,1691642425
382,manavalakurichi,8.1333,77.3,85.68,66,91,14.65,IN,1691642426
383,usogorsk,63.4106,48.6872,74.23,55,9,1.16,RU,1691642426
384,porto novo,6.4965,2.6036,76.82,87,100,7.11,BJ,1691642426
385,mil'kovo,55.6078,37.7956,63.91,64,36,7.65,RU,1691642239
386,dudinka,69.4058,86.1778,63.63,54,100,23.4,RU,1691642427
387,barra do garcas,-15.89,-52.2567,71.4,30,1,0.94,BR,1691642427
388,hasaki,35.7333,140.8333,93.31,72,50,8.3,JP,1691642295
389,altai,46.3722,96.2583,63.9,52,9,9.75,MN,1691642428
390,kukmor,56.1855,50.8944,76.08,50,6,5.37,RU,1691642428
391,luwuk,-0.9516,122.7875,83.21,71,69,9.24,ID,1691642428
392,nuku'alofa,-21.1333,-175.2,75.54,88,75,9.22,TO,1691642428
393,puerto baquerizo moreno,-0.9,-89.6,74.39,82,83,8.43,EC,1691642429
394,khromtau,50.2503,58.4347,72.57,48,1,23.6,KZ,1691642429
395,laza,46.65,27.5833,67.24,50,100,2.66,RO,1691642429
396,bodo,67.28,14.405,61.95,67,0,17.27,NO,1691642429
397,galesong,-5.3166,119.3661,89.62,61,52,7.65,ID,1691642430
398,darwin,-12.4611,130.8418,87.78,30,0,12.66,AU,1691642430
399,aragarcas,-15.8975,-52.2508,71.44,30,1,0.98,BR,1691642230
400,pacific grove,36.6177,-121.9166,60.37,90,100,3.0,US,1691642430
401,kashgar,39.4547,75.9797,87.01,20,40,13.42,CN,1691642431
402,natal,-5.795,-35.2094,74.05,94,40,5.75,BR,1691642431
403,veselynove,47.3567,31.2349,67.39,56,34,11.03,UA,1691642431
404,kerikeri,-35.2268,173.9474,57.9,77,32,1.01,NZ,1691642432
405,vieux fort,13.7167,-60.95,81.72,83,20,8.05,LC,1691642432
406,decorah,43.3033,-91.7857,65.32,100,100,0.0,US,1691642168
407,warrnambool,-38.3833,142.4833,53.33,72,100,15.32,AU,1691642314
408,manado,1.487,124.8455,93.97,49,40,10.36,ID,1691642432
409,rolla,37.9514,-91.7713,70.21,94,0,0.0,US,1691642433
410,ghadamis,30.1337,9.5007,80.29,28,0,9.98,LY,1691642433
411,mbuji-mayi,-6.15,23.6,75.92,35,88,3.6,CD,1691642433
412,udachny,66.4167,112.4,64.45,55,94,17.56,RU,1691642277
413,horsham,51.064,-0.3272,59.61,86,0,2.3,GB,1691642434
414,alamosa,37.4695,-105.87,73.38,18,75,9.22,US,1691642434
415,pangody,65.85,74.4859,56.34,62,77,23.6,RU,1691642434
416,turpan,42.9333,89.1667,102.02,17,2,4.97,CN,1691642435
417,island harbour,50.724,-1.2758,61.93,95,0,1.99,GB,1691642435
418,troy,42.6056,-83.1499,75.13,76,0,3.44,US,1691642148
419,mandalgovi,45.7625,106.2708,79.38,35,77,4.7,MN,1691642435
420,novyy urengoy,66.0833,76.6333,48.02,86,98,21.5,RU,1691642436
421,cine,37.6117,28.0614,71.01,73,0,1.12,TR,1691642436
422,kavalerovo,44.2661,135.0572,63.57,100,100,0.92,RU,1691642436
423,gebeit,21.0667,36.3167,92.77,15,2,4.34,SD,1691642436
424,bom jesus,-9.0744,-44.3586,66.7,70,1,2.62,BR,1691642437
425,biltine,14.5333,20.9167,74.89,80,100,5.1,TD,1691642437
426,ialibu,-6.2821,143.9935,59.27,91,98,3.29,PG,1691642437
427,areia branca,-4.9561,-37.1369,72.1,82,40,11.41,BR,1691642438
428,xai-xai,-25.0519,33.6442,67.96,68,99,7.47,MZ,1691642300
429,sarangani,5.4033,125.4636,83.14,74,96,17.52,PH,1691642438
430,al kharijah,25.4514,30.5464,86.4,22,0,10.25,EG,1691642439
431,papao,-17.75,-149.55,77.67,71,68,17.07,PF,1691642439
432,inarajan village,13.2736,144.7484,85.39,87,100,19.77,GU,1691642352
433,franceville,-1.6333,13.5836,70.97,78,53,1.36,GA,1691642440
434,greymouth,-42.4667,171.2,45.14,61,0,5.23,NZ,1691642275
435,namibe,-15.1961,12.1522,59.5,89,13,7.99,AO,1691642440
436,ulladulla,-35.35,150.4667,61.21,47,67,15.19,AU,1691642440
437,arvayheer,46.2639,102.775,78.17,28,26,8.5,MN,1691642441
438,okhotsk,59.3833,143.3,62.6,67,12,9.69,RU,1691642310
439,vallenar,-28.5708,-70.7581,54.59,72,100,4.92,CL,1691642441
440,renqiu,38.6989,116.0936,86.79,60,84,6.08,CN,1691642442
441,al hufuf,25.3646,49.5653,91.74,21,0,3.44,SA,1691642442
442,newport,51.5877,-2.9984,61.34,89,37,3.67,GB,1691642442
443,arias,-33.6441,-62.4027,57.6,73,100,12.33,AR,1691642443
444,tazacorte,28.629,-17.9293,76.17,53,0,17.27,ES,1691642443
445,dilling,12.05,29.65,74.25,80,92,5.77,SD,1691642443
446,lamu,-2.2717,40.902,75.42,79,67,11.65,KE,1691642444
447,vadso,70.0744,29.7487,70.68,77,0,0.0,NO,1691642444
448,berezovyy,51.6667,135.7,73.27,49,97,4.88,RU,1691642444
449,akureyri,65.6835,-18.0878,46.33,76,100,2.3,IS,1691642444
450,palikir - national government center,6.9248,158.1611,88.54,74,75,11.5,FM,1691642445
451,remire-montjoly,4.9167,-52.2667,75.24,94,75,0.0,GF,1691642445
452,palmer,42.1584,-72.3287,69.17,77,0,0.0,US,1691642445
453,lospalos,-8.5186,127.0025,77.95,59,81,13.47,TL,1691642446
454,escalon,37.7974,-120.9966,81.1,60,0,12.66,US,1691642446
455,banikoara,11.2985,2.4386,71.64,97,100,6.8,BJ,1691642446
456,argo,37.6333,22.7333,74.79,63,0,2.53,GR,1691642447
457,kenai,60.5544,-151.2583,57.29,93,100,6.91,US,1691642447
458,chios,38.3678,26.1358,75.06,73,20,11.5,GR,1691642447
459,christchurch,-43.5333,172.6333,45.48,68,100,16.11,NZ,1691642282
460,rouissat,31.9243,5.3502,86.07,26,0,4.61,DZ,1691642448
461,andreapol',56.6513,32.2664,59.65,58,3,3.31,RU,1691642448
462,santana,-0.0583,-51.1817,80.78,94,40,4.61,BR,1691642200
463,natchez,31.5604,-91.4032,85.24,74,0,10.36,US,1691642448
464,atasu,48.6814,71.6433,75.07,53,99,7.9,KZ,1691642449
465,arno,60.1167,18.6333,57.78,92,100,15.5,SE,1691642449
466,moroni,-11.7022,43.2551,69.8,73,20,3.44,KM,1691642449
467,crane,31.3974,-102.3501,88.93,27,39,6.87,US,1691642449
468,maumelle,34.8668,-92.4043,80.73,88,95,5.99,US,1691642450
469,dakhla,23.6848,-15.958,68.54,93,25,21.63,EH,1691642450
470,lihue,21.9789,-159.3672,87.04,71,75,18.41,US,1691642450
471,aykhal,66.0,111.5,73.74,56,67,16.06,RU,1691642297
472,saint-pierre,-21.3393,55.4781,73.56,64,20,6.91,RE,1691642373
473,prince rupert,54.3161,-130.3201,59.09,96,100,12.66,CA,1691642451
474,kenora,49.8167,-94.4337,56.37,76,40,5.75,CA,1691642451
475,penzance,50.1186,-5.5371,61.48,94,35,10.27,GB,1691642452
476,harstad,68.799,16.5293,64.62,62,25,1.01,NO,1691642452
477,sarpol-e zahab,34.4611,45.8626,102.15,12,0,3.13,IR,1691642452
478,magadan,59.5667,150.8,70.54,60,12,9.66,RU,1691642452
479,mikuni,36.2171,136.1519,100.31,41,2,19.24,JP,1691642453
480,vuktyl,63.8567,57.3094,64.8,55,28,8.99,RU,1691642453
481,thunder bay,48.4001,-89.3168,60.78,77,100,6.91,CA,1691642400
482,takoradi,4.8845,-1.7554,74.77,87,100,10.07,GH,1691642453
483,chernyshevskiy,63.0128,112.4714,76.51,57,34,6.06,RU,1691642454
484,lewistown,40.5992,-77.5714,69.33,88,0,0.0,US,1691642454
485,zeya,53.75,127.2667,83.08,35,5,6.13,RU,1691642454
486,hailar,49.2,119.7,75.13,57,49,5.73,CN,1691642454
487,port blair,11.6667,92.75,87.84,74,40,11.5,IN,1691642455
488,kabin buri,13.9511,101.7177,92.5,61,42,7.56,TH,1691642455
489,lagos,6.5833,3.75,77.32,93,100,4.63,NG,1691642400
490,nkhotakota,-12.9274,34.2961,65.95,64,8,11.18,MW,1691642455
491,bayanhongor,46.7167,100.1167,68.65,41,75,6.53,MN,1691642456
492,wake village,33.4268,-94.1063,87.91,58,0,12.66,US,1691642456
493,chibougamau,49.9168,-74.3659,60.42,82,75,2.3,CA,1691642362
494,maryville,35.7565,-83.9705,72.66,94,100,8.05,US,1691642294
495,piton saint-leu,-21.2196,55.3151,70.39,64,0,5.75,RE,1691642457
496,zholymbet,51.7433,71.7122,77.34,34,100,12.93,KZ,1691642457
497,sisak,45.4661,16.3783,55.38,92,75,2.37,HR,1691642457
498,llallagua,-18.4167,-66.6333,40.35,28,0,5.99,BO,1691642457
499,ndjole,-0.1783,10.7649,72.54,85,94,3.15,GA,1691642458
500,edd,13.9297,41.6925,96.17,44,61,2.48,ER,1691642458
501,slantsy,59.1182,28.0914,60.33,68,6,5.39,RU,1691642458
502,kalawit,8.0667,122.5167,85.66,71,63,9.55,PH,1691642458
503,la'ie,21.6477,-157.9253,84.16,71,6,18.68,US,1691642459
504,mayya,61.7333,130.2811,67.32,34,51,8.41,RU,1691642459
505,valparaiso,-33.0393,-71.6273,53.24,87,75,5.75,CL,1691642299
506,gadzhiyevo,69.2551,33.3362,67.73,69,2,6.85,RU,1691642300
507,aguas vermelhas,-15.7472,-41.46,56.59,99,25,3.09,BR,1691642242
508,lockwood,45.8191,-108.4149,80.49,49,40,8.05,US,1691642460
509,igrim,63.1906,64.4162,59.83,60,84,8.63,RU,1691642460
510,vilcun,-38.65,-72.2333,47.14,90,100,11.23,CL,1691642460
511,vega de alatorre,20.0333,-96.6333,81.77,83,8,11.48,MX,1691642461
512,barah,13.7,30.3667,80.71,64,82,11.05,SD,1691642461
513,burutu,5.3509,5.5076,75.56,88,99,5.06,NG,1691642336
514,kuraymah,18.55,31.85,89.46,44,33,7.45,SD,1691642462
515,delvada,20.7667,71.0333,83.32,75,99,17.29,IN,1691642462
516,qarqaraly,49.4058,75.4742,76.03,45,99,11.25,KZ,1691642462
517,alnwick,55.4132,-1.7056,60.89,94,100,3.44,GB,1691642462
518,issia,6.4922,-6.5856,69.69,98,100,4.74,CI,1691642463
519,bokoro,12.3807,17.0568,73.02,91,100,4.34,TD,1691642463
520,salym,60.0625,71.4789,61.66,52,1,13.27,RU,1691642422
521,zhumysker,49.3333,49.4,80.53,37,0,13.02,KZ,1691642464
522,motueka,-41.1333,173.0167,42.17,89,58,2.26,NZ,1691642464
523,port augusta,-32.5,137.7667,60.75,51,0,11.72,AU,1691642465
524,rayachoti,14.05,78.75,85.6,56,100,7.94,IN,1691642465
525,paysandu,-32.3214,-58.0756,53.87,96,50,7.92,UY,1691642465
526,san antonio oeste,-40.7319,-64.9477,54.81,50,99,15.61,AR,1691642466
527,baki,-7.6128,110.7839,89.69,39,24,7.61,ID,1691642466
528,surigao,9.7839,125.4889,86.65,67,97,13.15,PH,1691642466
529,moramanga,-18.9333,48.2,60.28,85,64,2.19,MG,1691642466
530,mihaileni,47.9667,26.15,63.48,100,100,1.86,RO,1691642467
531,karakulino,56.012,53.7067,74.68,57,11,8.66,RU,1691642467
532,solwezi,-12.1688,26.3894,51.55,53,1,4.97,ZM,1691642467
533,tibiri,13.5627,7.0485,77.18,80,76,10.56,NE,1691642468
534,ad darb,17.7229,42.2526,93.38,45,28,13.29,SA,1691642468
535,port macquarie,-31.4333,152.9167,71.89,36,28,6.17,AU,1691642427
536,whakatane,-37.9585,176.9854,53.51,87,95,1.01,NZ,1691642468
537,pionerskiy,54.9508,20.2275,53.74,86,96,15.23,RU,1691642469
538,canals,38.9625,-0.5844,77.58,81,6,2.37,ES,1691642469
539,chengde,40.9725,117.9361,85.96,49,96,6.4,CN,1691642469
540,quixeramobim,-5.1992,-39.2928,68.88,86,11,2.77,BR,1691642469
541,langarud,37.197,50.1535,80.65,53,0,1.59,IR,1691642470
542,levelland,33.5873,-102.378,84.18,37,6,11.05,US,1691642470
543,madang,-5.2246,145.7966,82.9,71,44,9.57,PG,1691642416
544,vanimo,-2.6741,141.3028,84.27,74,60,8.08,PG,1691642470
545,mirny,62.5353,113.9611,77.23,44,44,7.0,RU,1691642471
546,bikenibeu village,1.3673,173.1241,89.56,66,20,4.61,KI,1691642471
547,ayvalik,39.3191,26.6954,75.16,68,3,9.95,TR,1691642471
548,vernon,50.2581,-119.2691,73.76,40,19,3.44,CA,1691642172
549,moyale,3.5167,39.0584,64.74,68,98,12.35,KE,1691642472
550,yaren,-0.5472,166.916,83.01,71,44,4.12,NR,1691642472
551,sao felix do xingu,-6.6447,-51.995,76.46,65,71,1.39,BR,1691642472
552,gudermes,43.3569,46.1053,83.64,34,0,1.52,RU,1691642472
553,kabansk,52.0486,106.6528,63.72,91,100,11.01,RU,1691642473
554,lentvaris,54.65,25.05,58.03,95,100,5.75,LT,1691642473
555,aitape,-3.1374,142.3475,84.69,74,60,9.37,PG,1691642473
556,nicoya,10.1483,-85.452,76.95,91,46,0.58,CR,1691642474
557,bouarfa,32.53,-1.95,81.93,23,47,5.28,MA,1691642474
558,rio grande,-32.035,-52.0986,59.95,97,100,12.41,BR,1691642474
559,puerto deseado,-47.7503,-65.8938,48.83,80,100,5.26,AR,1691642475
560,dedza,-14.3779,34.3332,49.32,81,5,3.56,MW,1691642475
561,sisimiut,66.9395,-53.6735,40.96,90,100,8.3,GL,1691642475
562,yunyang,33.4474,112.7142,91.74,52,9,5.93,CN,1691642475
563,kirensk,57.7853,108.1119,64.54,97,100,4.76,RU,1691642476
564,tromso,69.6496,18.957,65.37,82,40,2.3,NO,1691642476
565,owando,-0.4819,15.8999,71.64,84,98,2.89,CG,1691642476
566,antelope,38.7082,-121.3299,77.22,55,0,10.36,US,1691642476
567,north adams,42.7009,-73.1087,65.68,91,0,0.0,US,1691642477
568,la sarre,48.8002,-79.1996,54.21,96,51,5.66,CA,1691642477
569,tinajo,29.0788,-13.7081,74.28,78,0,32.21,ES,1691642477
570,raja,8.4596,25.678,69.57,97,91,2.75,SS,1691642477
571,lukolela,-1.0605,17.1821,69.1,87,79,1.79,CD,1691642478
572,olinda,-8.0089,-34.8553,74.93,83,40,6.91,BR,1691642478
573,taoudenni,22.6783,-3.9836,93.99,31,44,1.28,ML,1691642478
